text,emotion
Nie spodziewalem sie tego wcale!,zaskoczony
To zbyt straszne nie dam rady tego zniesc!,przerazony
Znowu wszystko idzie zle,zly
Nie moge sie wybudzic z tego koszmaru,przerazony
Zgubilem siebie w tym wszystkim.,smutny
To jest naprawde niesamowite!,szczesliwy
Czuje sie jak w martwym punkcie.,smutny
Nie wiem jak przetrwac te chwile,przerazony
Nie ma sprawy zalatwimy to,neutralny
Zatrzymuje sie na chwile by docenic to co mam.,kontemplujacy
Zatrzymuje sie na chwile by poczuc jak otaczajaca mnie przestrzen wypelnia mnie spokojem.,kontemplujacy
O matko jestem bardzo zaskoczony!,zaskoczony
Nie jestem w stanie niczego zmienic.,smutny
Nie potrafie zlapac oddechu z tego powodu,przerazony
To przekroczylo moje granice. ,zdegustowany
Zaraz wroce z odpowiedzia,neutralny
To jest po prostu nie do przyjecia,zly
To najlepsze co moglo mi sie przytrafic!,szczesliwy
Nie wytrzymam dluzej,zly
Nie moge uwierzyc ze to sie udalo jest po prostu oszalamiajace!,zaskoczony
Nie wytrzymam juz tej calej sytuacji,zly
Znowu czuje sie jakbym byl na dnie.,smutny
Sprawdze to pozniej,neutralny
Potrzebuje chwili czasu,neutralny
Znowu wszystko sie sypie nie wytrzymam,zly
Zaraz sie tym zajme,neutralny
To sie udalo!,zaskoczony
Moje zycie stracilo wszystkie kolory.,smutny
Nie moge tego zniesc!,przerazony
Potrzebuje kilku minut,neutralny
Zastanawiam sie co to znaczy byc naprawde szczesliwym w tym swiecie pelnym chaosu.,kontemplujacy
To musze jeszcze przemyslec,neutralny
Zatrzymujac sie w tej chwili czuje jak kazda mysl staje sie spokojna i harmonijna.,kontemplujacy
Znowu czuje sie jak nieudacznik.,smutny
Nie wiem jak mam to przetrwac.,smutny
W tej chwili pelnej spokoju czuje jak moje mysli staja sie bardziej uporzadkowane.,kontemplujacy
Znowu czuje sie jakbym byl na samym dole.,smutny
Nie wiem co o tym myslec,zdegustowany
To mnie doslownie wykancza,przerazony
Nie moge przestac sie usmiechac!,szczesliwy
Znowu czuje sie jakbym nie mial nadziei.,smutny
Po prostu chce zasnac i nie budzic sie.,smutny
Wow to naprawde mnie zaskoczylo w najlepszy mozliwy sposob!,zaskoczony
To prawdziwe szczescie!,szczesliwy
To koszmar na jawie,przerazony
Za chwile sprawdzimy,neutralny
Za chwile to wyjasnie,neutralny
To jest absolutnie nie do przyjecia,zdegustowany
To absolutnie nie do zaakceptowania. ,zdegustowany
Nie potrafie przestac myslec o zagrozeniu,przerazony
Czuje sie jakbym byl zamkniety w klatce.,smutny
Mozemy to zrobic w prosty sposob,neutralny
Za chwile wroce do tematu,neutralny
Strach mnie doslownie powali!,przerazony
Znowu to sie stalo nie wiem jak to naprawic,zly
Chcialbym to wszystko zakonczyc.,smutny
Zaskoczylo mnie to do tego stopnia ze nie wiem co dalej! ,zaskoczony
Stracilem sens zycia.,smutny
Jestem w pelni szczesliwy!,szczesliwy
Wewnetrzna harmonia ogarnia moje serce.,kontemplujacy
Nie potrafie poradzic sobie z tym strachem,przerazony
To jak wspanialy sen!,szczesliwy
To po prostu mnie przerasta,zly
To wymaga weryfikacji,neutralny
Patrze na spokojna wode i czuje jak kazda fala przypomina mi o uplywie czasu.,kontemplujacy
Po prostu nie wiem jak mam to przejsc!,zly
Jestem tym wszystkim wyczerpany.,zly
Nie rozumiem jak tak proste rzeczy mogly zostac przeoczone. ,zdegustowany
Nie wiem jak sie stad wydostac,przerazony
To absolutnie genialne!,szczesliwy
To jak najpiekniejszy dzien!,szczesliwy
Znowu wszystko sie sypie nie wiem jak to wytrzymac,zly
Znowu czuje sie jakbym stracil wszystko.,smutny
Po prostu nie wytrzymam juz tego wszystkiego,zly
Zawiodlem wszystkich ktorzy na mnie liczyli.,smutny
Wow to sie nie miesci w glowie!,zaskoczony
Umysl staje sie spokojny pozbawiony zaklocen.,kontemplujacy
Nie wiem jak na to patrzec,zdegustowany
Wow to naprawde mnie zaskoczylo jest po prostu fantastyczne!,zaskoczony
Totalna porazka,zdegustowany
Moje zycie jest pelne rozczarowan.,smutny
Nie spodziewalem sie ze to bedzie az tak fantastyczne!,zaskoczony
To mnie dobija,zdegustowany
Chwila odpoczynku przypomina mi jak wazna jest rownowaga w moim zyciu.,kontemplujacy
To absolutnie wyjatkowy moment!,szczesliwy
Czuje jak zycie plynie we mnie z kazdym oddechem jak woda w rzece.,kontemplujacy
Jak mozna tak postepowac?,zdegustowany
To jak najlepsza przygoda!,szczesliwy
Znowu zawiodlem co teraz?,zly
To najlepsza decyzja w moim zyciu!,szczesliwy
Nie widze juz dla siebie przyszlosci.,smutny
Nie wiem jak poradzic sobie z tym wszystkim.,smutny
Zaskoczylo mnie to do tego stopnia ze az nie wiem co powiedziec!,zaskoczony
Patrze na gory i czuje jak ich majestat wypelnia mnie poczuciem pokoju.,kontemplujacy
Po prostu nie wiem jak to naprawic,zly
Zaraz to zrobimy,neutralny
Sprawdze to pozniej,neutralny
Nic mi nie wychodzi.,smutny
Nie do wiary jak super!,zaskoczony
Jestem pelen pozytywnych emocji!,szczesliwy
Kazda chwila w tej ciszy sprawia ze czuje sie bardziej zwiazany z natura.,kontemplujacy
Nie moge uwierzyc ze to sie wydarzylo to jest po prostu niesamowite!,zaskoczony
Z kazdym kolejnym dniem sytuacja staje sie bardziej dramatyczna i czuje ze nie ma juz nadziei na jakakolwiek poprawe. ,zdegustowany
To mnie wkurza do granic,zly
Spokoj ogarnia moja dusze.,kontemplujacy
To wyglada na totalna porazke. ,zdegustowany
To mnie zaskoczylo w sposob ktory nigdy bym sie nie spodziewal!,zaskoczony
To mnie calkowicie przeroslo. ,zdegustowany
Znowu to samo nie moge tego zniesc,zly
Kazdy szczegol jest wazny.,kontemplujacy
O matko co za piekna niespodzianka!,zaskoczony
Jestem pelen entuzjazmu!,szczesliwy
Wow to wyglada naprawde oszalamiajaco!,zaskoczony
Co sie dzieje?!,przerazony
Jestem pelen szczescia!,szczesliwy
Znowu czuje sie jakbym nie mial celu.,smutny
To koszmar,przerazony
To juz nie ma zadnej radosci.,smutny
Znowu wszystko sie rozpadlo,zly
To absolutnie cudowne!,szczesliwy
Znowu wszystko mnie przytlacza.,smutny
Zrobmy to razem,neutralny
Zajmijmy sie tym jednym krokiem na raz,neutralny
Zatrzymuje sie na chwile by docenic te male rzeczy ktore mijam kazdego dnia.,kontemplujacy
Zaskoczylo mnie to w sposob ktory zupelnie zmienia wszystko!,zaskoczony
Zaraz znajde odpowiedz,neutralny
Znowu wszystko sie rozpada czemu?,zly
Zglosze to po sprawdzeniu,neutralny
Nie potrafie tego zniesc!,przerazony
To zupelnie niespodziewane! ,zaskoczony
Juz nie potrafie znalezc sensu w tym wszystkim.,smutny
Nie ma nic cenniejszego niz spokojna chwila z dala od zgielku.,kontemplujacy
Potrzebuje kilku minut na to,neutralny
Nie wierze ze to sie dzieje,zly
Zaskoczylo mnie to w najlepszy sposob! ,zaskoczony
Nie mam juz sily na zycie.,smutny
Za chwile podam odpowiedz,neutralny
Nie spodziewalem sie czegos takiego! ,zaskoczony
Po prostu nie potrafie tego zniesc,zly
Zaraz cos strasznego sie wydarzy!,przerazony
Czuje sie taki maly wobec ogromu natury.,kontemplujacy
W tej ciszy czuje jak kazdy oddech wypelnia mnie spokojem.,kontemplujacy
Nie moge tego zaakceptowac,zdegustowany
Po prostu nie wiem co sie stalo,zdegustowany
Znowu to samo co teraz?,zly
Nie moge sie uwolnic od tego strachu,przerazony
Wow to wyglada tak dobrze ze az trudno w to uwierzyc!,zaskoczony
Znowu zaczynam od zera co teraz?,zly
To mnie zupelnie zaskoczylo,zdegustowany
Po prostu nie wytrzymam juz dluzej,zly
Co za swietny moment!,szczesliwy
Wow jestem zachwycony!,zaskoczony
To jak najlepszy wybor!,szczesliwy
Nie mam juz sily na to wszystko.,smutny
Nie moge tego juz zniesc wszystko jest przeciwko mnie,zly
Stracilem radosc.,smutny
Nie moge sie z tego wydostac,przerazony
To wyglada absolutnie fenomenalnie jestem w szoku!,zaskoczony
Nie moge juz tego wytrzymac,zly
Wow tego sie nie spodziewalem! ,zaskoczony
Nie moge zaakceptowac tego co sie stalo czuje sie tak obrzydliwie ze nie wiem jak to przetrwac,zdegustowany
To mnie wykonczylo,zly
Nie potrafie sie uwolnic od tego uczucia,przerazony
Wow to jest totalnie zaskakujace!,zaskoczony
Nie wiem jak to moglo sie wydarzyc. ,zdegustowany
Jestem w tym,neutralny
Zaskoczylo mnie to tak ze nie potrafie uwierzyc w to co widze!,zaskoczony
Cala ta sytuacja jest jednym wielkim rozczarowaniem ktorego nie da sie latwo zapomniec. ,zdegustowany
To porazka na kazdym kroku,zdegustowany
Nie dam rady juz tego wytrzymac,zly
Jestem pelen energii!,szczesliwy
Znowu musze stawic czola tej samej trudnosci!,zly
Nie wiem jak poradzic sobie z ta pustka.,smutny
To nie moze byc prawda! ,zdegustowany
Stracilem cos bardzo waznego.,smutny
Znowu wszyscy mnie zawiedli.,smutny
To jak wyjatkowy moment!,szczesliwy
Zaraz wroce z odpowiedzia,neutralny
Nie wytrzymam juz tego wszystkiego!,zly
To mnie po prostu przerasta jak mozna pozwolic aby cos takiego mialo miejsce? Czuje sie obrzydzony,zdegustowany
Stracilem sens w wszystkim.,smutny
Wow to absolutnie przeroslo moje wyobrazenia w najlepszy sposob!,zaskoczony
Czuje sie jakbym stracil grunt pod nogami.,smutny
Za moment bedziemy mieli odpowiedz,neutralny
Nie wiem dlaczego nie potrafie przejsc na kolejny etap mimo ze podejmuje wszystkie mozliwe kroki.,zdegustowany
Zatrzymuje sie na chwile by poczuc jak kazda kropla deszczu wnosi spokoj do mojej duszy.,kontemplujacy
Spokoj tej chwili wypelnia mnie rownowaga ktora dotyka kazdej komorki mojego ciala.,kontemplujacy
Zaskoczylo mnie to w sposob ktory calkowicie zmienia sytuacje!,zaskoczony
Nie jestem w stanie tego zrozumiec,zdegustowany
Przygotuje dokumentacje,neutralny
Wow to przeroslo moje najsmielsze oczekiwania jestem pod wrazeniem!,zaskoczony
To trzeba jeszcze potwierdzic,neutralny
Rownowaga wypelnia mnie calkowicie.,kontemplujacy
To najlepszy dzien mojego zycia!,szczesliwy
Nie mam sily na nic.,smutny
Jestem pelen pozytywnych emocji!,szczesliwy
To przekracza wszelkie granice,zdegustowany
Zglosze to po rozmowie,neutralny
Jestem absolutnie szczesliwy!,szczesliwy
W tej chwili moje cialo odpoczywa a mysli staja sie spokojne.,kontemplujacy
To naprawde wyjatkowe!,szczesliwy
Wow to absolutnie przeroslo moje oczekiwania jestem w pelnym szoku!,zaskoczony
Zostalem sam ze swoim bolem.,smutny
Jestem zachwycony tym co sie dzieje!,szczesliwy
To moment ktory zmienia wszystko!,szczesliwy
Po prostu nie wytrzymam juz tej sytuacji,zly
Znowu czuje sie odrzucony przez wszystkich.,smutny
To cudowne uczucie byc tutaj!,szczesliwy
Znowu czuje sie jakbym stracil wszystko co mialem.,smutny
Nie potrafie przestac o tym myslec.,smutny
Skontaktuje sie z kims odpowiedzialnym,neutralny
Jestem pelen pozytywnych emocji!,szczesliwy
Wow to jest tak wyjatkowe ze az nie wiem jak to opisac!,zaskoczony
Nie potrafie zapanowac nad lekiem,przerazony
To jest przerazajace,przerazony
Zajmijmy sie tym pozniej,neutralny
Spokoj napelnia mnie kiedy patrze na wschodzace slonce.,kontemplujacy
Po prostu nie potrafie tego zniesc,zly
Wow to jest cos czego w ogole sie nie spodziewalem ale jest fenomenalne!,zaskoczony
To jakby ktos zniszczyl wszystko,zdegustowany
Myslalem ze to nie jest mozliwe,zdegustowany
Zaraz to sprawdzimy,neutralny
Zaraz to rozwiaze,neutralny
To mnie znowu pokonalo!,zly
Po prostu to nie dziala,zly
Znowu czuje sie jakbym nie mial wyjscia.,smutny
To jakby cos miazdzylo moja dusze,przerazony
Patrze na chmurki na niebie czujac jak wszystko wokol mnie staje sie bardziej wywazone.,kontemplujacy
To wyglada absolutnie oszalamiajaco jestem w totalnym szoku!,zaskoczony
Znowu czuje sie zagubiony w tym swiecie.,smutny
Po prostu nie potrafie tego rozwiazac,zly
To mnie totalnie przeroslo.,smutny
To nie moze byc prawda,zly
Nie mam nadziei na przyszlosc.,smutny
Nie wierze ze to sie dzieje.,smutny
Zgubilem sie w tym wszystkim.,smutny
Wow to jest totalna rewelacja cos naprawde wyjatkowego!,zaskoczony
Znowu nie potrafie znalezc wyjscia,zly
O matko to wyglada jak cos nierealnego ale w najlepszy sposob!,zaskoczony
To jest wysoce nieprofesjonalne,zdegustowany
Jestem naprawde szczesliwy!,szczesliwy
Zalatwimy to w odpowiednim czasie,neutralny
Wow to jest zupelnie niesamowite absolutnie mnie zaskoczylo!,zaskoczony
Nie wiedzialem ze cos takiego jest mozliwe! ,zaskoczony
Stracilem poczucie celu.,smutny
Nie potrafie sobie poradzic!,zly
Zaraz to mnie zalamie!,przerazony
Co za piekna okazja!,szczesliwy
Skontaktuje sie z kims w tej sprawie,neutralny
Jestem pelen pozytywnych emocji!,szczesliwy
To wymaga weryfikacji,neutralny
To absolutnie fantastyczne!,szczesliwy
Chwile refleksji pozwalaja mi zrozumiec jak malo kontroluje w swoim zyciu.,kontemplujacy
Znowu to sie stalo czemu nie moge miec spokoju?,zly
Znowu wszystko na nic,zly
Wow to jest zupelnie nieoczekiwane!,zaskoczony
Zatrzymuje sie by poczuc jak harmonia tego miejsca wplywa na moje mysli.,kontemplujacy
Zastanawiam sie co by sie stalo gdybym potrafil zyc w pelni obecnym momentem.,kontemplujacy
Jestem tak wdzieczny!,szczesliwy
Jakie to wszystko jest pelne swiatla i cienia.,kontemplujacy
Nie mam juz nadziei.,smutny
Zostalem sam z moim bolem.,smutny
Za moment to zweryfikuje,neutralny
Patrze i odczuwam glebie wewnetrznego spokoju.,kontemplujacy
Jestem pelen entuzjazmu!,szczesliwy
Nie potrafie przestac sie bac o przyszlosc,przerazony
Zaraz sie tym zajmiemy,neutralny
Jestem pelen pozytywnych mysli!,szczesliwy
Po prostu wspaniale!,szczesliwy
Kazdy moment w tej chwili przynosi mi poczucie spokoju i harmonii.,kontemplujacy
Chcialbym poznac wszystkie opcje,neutralny
Nie potrafie sie uspokoic,przerazony
To jak spelnienie mojego marzenia!,szczesliwy
Jestem pelen wdziecznosci i milosci!,szczesliwy
Jestem przepelniony szczesciem!,szczesliwy
Nie wierze ze to sie dzieje,zdegustowany
Kazdy promien slonca mnie rozgrzewa.,kontemplujacy
To jak cudowna przygoda!,szczesliwy
To jak cudowna chwila!,szczesliwy
Nie potrafie tego pojac,przerazony
O rany jestem calkiem zaskoczony!,zaskoczony
Jestem pelen milosci do wszystkiego!,szczesliwy
Zajmuje sie tym po rozmowie,neutralny
Zaraz mnie to zlamie!,przerazony
To sie dzieje naprawde az trudno uwierzyc!,zaskoczony
To najlepszy moment w moim zyciu!,szczesliwy
Nie wiem jak to przejsc,zdegustowany
To jak najlepsza decyzja!,szczesliwy
Czemu zawsze musze walczyc o swoje?,zly
Nie mam sil na kolejne porazki!,zly
Nie moge oddychac z tego strachu!,przerazony
To juz nie jest kwestia zwyklej frustracji zaczynam czuc ze nie jestem w stanie tego wytrzymac dluzej bo te wszystkie niepowodzenia zaczynaja mnie przygniatac.,zdegustowany
Znowu zaczynam od nowa jak to przezyc?,zly
Czuje sie tu jak w domu.,kontemplujacy
Zglosze te sprawe do odpowiednich osob,neutralny
Po co to wszystko?,zly
Nie wiem co oni sobie mysleli,zdegustowany
Nie moge zapanowac nad wlasnymi myslami,przerazony
Po prostu nie wytrzymam to za duzo,zly
To totalna niespodzianka! ,zaskoczony
Wow to jest zupelnie zaskakujace ale w najlepszy mozliwy sposob!,zaskoczony
Ale cudo!,zaskoczony
Czuje ze jestem tam gdzie powinienem byc.,kontemplujacy
Nie wiem jak przez to przejsc,przerazony
Patrzac na widok z gory czuje jak male sa moje problemy w obliczu wielkiego swiata.,kontemplujacy
To absolutnie genialne!,szczesliwy
Zatrzymuje sie na chwile aby poczuc zapach swiezo skoszonej trawy.,kontemplujacy
To najlepsza decyzja jaka podjalem!,szczesliwy
Nie potrafie znalezc w sobie sily,przerazony
To przeroslo wszelkie moje oczekiwania!,zaskoczony
Znowu musze przez to przejsc to nie ma sensu,zly
To nie ma sensu,zly
To trzeba jeszcze przeanalizowac,neutralny
Zastanawiam sie czy spokoj to cos co mozemy znalezc czy raczej cos co musimy wyhodowac w sobie.,kontemplujacy
To wszystko mnie wykancza!,zly
Naprawde trudno mi uwierzyc ze tak wiele osob przegapilo te oczywiste bledy. ,zdegustowany
To jest nierealne! ,zaskoczony
Chcialbym omowic to pozniej,neutralny
Nie mam sily by walczyc o siebie.,smutny
To uczucie zaslania wszystko jak gesta mgla,przerazony
To mnie kompletnie rozwalilo.,smutny
Znowu czuje sie jakbym byl sam w tym swiecie.,smutny
To wyglada jak najgorszy koszmar,przerazony
To uczucie trzyma mnie w miejscu,przerazony
O matko to naprawde mnie zaskoczylo!,zaskoczony
Zatrzymuje sie by poczuc zapach poranka i odnalezc w tym momencie siebie.,kontemplujacy
Zdecydowanie najlepsza rzecz jaka moglem zrobic!,szczesliwy
Zastanawiam sie jak wiele rzeczy mogloby sie zmienic gdybysmy tylko zwolnili na chwile.,kontemplujacy
To jest nieakceptowalne w kazdym aspekcie. ,zdegustowany
Co za wspaniale przezycie!,szczesliwy
Znowu wszystko sie sypie czemu?,zly
Za moment to zweryfikuje,neutralny
Wow to jest zupelnie cos nowego totalnie mnie zaskoczylo!,zaskoczony
Wow to wyszlo tak dobrze ze az nie moge w to uwierzyc!,zaskoczony
Jestem pelen ekscytacji i radosci!,szczesliwy
Zajmijmy sie tym pozniej,neutralny
Wow to jest calkowicie nieoczekiwane!,zaskoczony
Zaraz nie wytrzymam tego strachu!,przerazony
Patrze na gory w oddali czujac jak ich majestat napelnia mnie spokojem i sila.,kontemplujacy
To nie jest trudne,neutralny
Czuje jak wszystkie troski odplywaja.,kontemplujacy
To mnie przeraza,przerazony
Tak latwo zapomniec o tym co naprawde wazne.,kontemplujacy
Patrze i czuje spokoj umyslu.,kontemplujacy
To jest jak magia! ,zaskoczony
Po prostu nie wytrzymam tej presji,zly
Totalna glupota,zdegustowany
Nic nie daje mi nadziei.,smutny
To mnie wykancza psychicznie.,zly
To absolutnie genialne przezycie!,szczesliwy
Chwile kontemplacji pomagaja mi zrozumiec jak wazne jest by byc obecnym w danej chwili.,kontemplujacy
Trzeba to jeszcze zweryfikowac,neutralny
To jest naprawde fenomenalne nie wiem jak to opisac!,zaskoczony
Jestem pelen optymizmu!,szczesliwy
Sprawdze to pozniej,neutralny
Patrze na spadajace krople deszczu czujac jak kazda kropla przypomina mi o drobnych pieknych momentach.,kontemplujacy
Zajmijmy sie tym pozniej,neutralny
To wyglada absolutnie genialnie nie potrafie tego wytlumaczyc!,zaskoczony
Jak to mozliwe ze znowu sie to stalo?,zly
To uczucie przychodzi jak nagly uderzenie strachu,przerazony
Nie wiem jak poradze sobie z ta panika,przerazony
Czuje sie bezradny.,smutny
Jestem pelen radosci i optymizmu!,szczesliwy
Nie wiem co sie dzieje ale jestem w szoku!,przerazony
Jestem tym juz zmeczony,zly
Znowu czuje sie jakbym nie mial sensu w zyciu.,smutny
Nie wiem jak przez to przejsc!,przerazony
Nie pojmuje co sie stalo,zdegustowany
Czuje sie rozbity.,smutny
Chwila ciszy pozwala mi poczuc wewnetrzna harmonie ktora otacza mnie.,kontemplujacy
To co wokol mnie jest tak proste ze czuje jak wewnetrzna harmonia zaczyna wzrastac.,kontemplujacy
To mnie naprawde wkurza!,zly
To jak cudowna chwila!,szczesliwy
To wyglada absolutnie niesamowicie jestem w szoku!,zaskoczony
Potrzebuje wiecej czasu aby to zweryfikowac,neutralny
Skontaktuje sie z odpowiednia osoba,neutralny
Nie potrafie zlapac oddechu,przerazony
Jestem pelen radosci!,szczesliwy
Potrzebuje kilku minut,neutralny
Znowu wszystko mi sie rozsypuje,zly
To absolutnie wspaniala okazja!,szczesliwy
To wymaga dalszej analizy,neutralny
Za chwile podam szczegoly,neutralny
To miejsce daje mi wiele do myslenia.,kontemplujacy
O rany co za rezultat!,zaskoczony
Nie wiem co zrobic z tym wszystkim,zly
Patrzenie na zmieniajace sie kolory nieba sprawia ze czuje sie czescia tego co nieuchronne.,kontemplujacy
Nie potrafie tego wytrzymac,przerazony
To jest koszmar,przerazony
Nie wiem jak to przezyc,przerazony
Zaraz dostane zawalu!,przerazony
Nie wiem co zrobic mam dosc!,zly
Jestem pelen pozytywnej energii i ekscytacji!,szczesliwy
To jest zalosne,zdegustowany
Jestem pelen energii!,szczesliwy
Znowu czuje sie jakbym byl na samym dnie.,smutny
Zatrzymuje sie na chwile by zastanowic sie nad tym jak male chwile potrafia zmienic cale nasze zycie.,kontemplujacy
Jestem pelen szczescia!,szczesliwy
Wow to jest zupelnie nieoczekiwane ale wspaniale!,zaskoczony
Patrzac na siebie z dystansu dostrzegam jak bardzo zmieniaja sie moje pragnienia.,kontemplujacy
